MAHALLE_KOY_NO,MAHALLE_KOY_ADI
20317,«ARDAKLI
20318,«IR«IR«EﬁME
20319,DA–«EﬁME
20320,DURAK
20321,HANIM «EﬁME
20322,›STASYON
20323,KARAKOVA
20324,KAVAKLI
20325,MOYMUL
20326,÷MERBEY
20327,SUBAﬁI
20328,ULUCAM›
20329,YEN›
20330,YILDIRIMBEYAZIT
20331,BEYK÷Y
20332,DEDELER
20333,«UKURK÷Y
20334,BA–LIK
20335,AﬁA–I
20336,ORTA
20337,YUKARI
20338,«AMALTI
20339,IﬁIK
20340,HAM›TABAT
20341,K÷PR‹BAﬁI
20342,MERKEZ
20343,DEM›RB›LEK
20344,G‹RA–A« CEV›ZL›
20345,G‹RA–A« «INAR
20346,G‹RA–A«
20347,BAHR›
20348,AKTEPE
20349,G‹NEﬁL›
20350,AYDINLAR
20351,K‹LT‹R
20352,BAﬁPINAR
20353,DO–U
20354,KOTANG÷L‹
20355,÷REN
20356,KOZLUCA
20357,AKSARAY
20358,AL›«ER›
20359,ALTINLI
20360,AﬁA–I÷R‹K«‹
20361,BAYRAMUﬁA–I
20362,B÷L‹KL‹
20363,B‹Y‹K«›M›ﬁ
20364,DEDEK÷Y
20365,ANCAR
20366,DEVEL›
20367,DO–ANLAR
20368,D‹M‹KL‹
20369,ESENL›
20370,FAT›H
20371,G÷LPINAR
20372,E–›N
20373,HAN«ERL›
20374,ILICAK
20375,›K›NC›LER
20376,KADI›BRAH›M
20377,KARAMA–ARA
20378,KARAPINAR
20379,KEKL›KPINAR
20380,KELLER
20381,K÷MEKAVAK
20382,M›HMANLI
20383,MURATLI
20384,RESULUﬁA–I
20385,SAH›LK÷Y
20386,SARIHACI
20387,ﬁEYHLER
20388,YA–MURLU
20389,YALINBUDAK
20390,YALINKAYA
20391,YAYLIMLI
20392,YUKARI÷R‹K«‹
20393,KEPEZ
20394,AKS‹T
20395,BEK›RUﬁA–I
20396,«AKILPINARI
20397,«EV›RME
20398,DARICA
20399,DEM›RC›LER
20400,DURULOVA
20401,DUTLU
20402,G‹RKAYNAK
20403,HARUNUﬁA–I
20404,KAHYALI
20405,KASIMUﬁA–I
20406,ORTAK÷Y
20407,TAﬁEVLER
20408,TATARUﬁA–I
20409,LEVENT
20410,BA–K÷Y
20411,B‹Y‹KK÷Y
20412,«ATALBAH«E
20413,«OBANUﬁA–I
20414,DO–ANTEPE
20415,ESENBEY
20416,KAYAD›B›
20417,KOLK÷Y
20418,HARTUT
20419,KURTUﬁA–I
20420,K‹«‹KK‹RNE
20421,MEZRA
20422,SAKALIUZUN
20423,TAﬁOLAR
20424,AKTAﬁ
20425,BO–AZLI
20426,BUDAK
20427,«AYBAﬁI
20428,«›–N›R
20429,«›MEN
20430,D‹ZCE
20431,EYN›R
20432,G÷ZEL›
20433,G‹NY‹Z‹
20434,KAYAKESEN
20435,KORU
20436,ONAR
20437,ORMANSIRTI
20438,SELAMLI
20439,SU«EY›N
20440,SUGE«T›
20441,ﬁA–ILUﬁA–I
20442,TARHAN
20443,TAﬁD›BEK
20444,YAYLACIK
20445,YEﬁ›LYAYLA
20446,YUKARIYABANLI
20447,TAﬁDELEN
20448,ALI«LI
20449,BOSTANCIK
20450,«AKIRSU
20451,DEREGEZEN
20452,ES›KL›
20453,ESK›ARAPK›R
20454,GEBEL›
20455,KAYNAK
20456,KAZAN«
20457,KILI«LI
20458,KONDUCAK
20459,MEﬁEL›
20460,PACALI
20461,P›RAL›
20462,S›N›KL›
20463,S›PAH›UﬁA–I
20464,ULA«LI
20465,YAZILI
20466,AﬁA–I«÷RENGE
20467,AﬁA–IULUPINAR
20468,AﬁA–IYEN›CE
20469,BERENGE
20470,C÷MERTL›
20471,«OBANLI
20472,G÷Z
20473,HOCAAL›
20474,HEZENEK
20475,«ARﬁI
20476,K÷SEO–LU
20477,MEHMET AK›F
20478,OSMANPAﬁA
20479,SERGE
20480,SEK›ZSU
20481,ﬁIHLAR
20482,YEN›
20483,YUKARI«÷RENGE
20484,YUKARI ULUPINAR
20485,YUKARI YEN›CE
20486,ZOHRAP
20487,BAH«EL›EVLER
20488,YEN›
20489,DOLAYLI
20490,TEPEBA–
20491,AK÷REN
20492,ARMUTLU
20493,ASAR
20494,ASMACA
20495,AﬁA–IS‹LMENL›
20496,BAH«EL›
20497,BOZAN
20498,PAR«›KAN
20499,«AVUﬁ
20500,«AYIRLI
20501,«EVREL›
20502,DOYDUM
20503,ERM›ﬁL›
20504,EYM›R
20505,G‹M‹ﬁL‹
20506,G‹NG÷REN
20507,G‹VE«L›
20508,HAKVERD›
20509,›«MECE
20510,›SAK÷Y
20511,KARABABA
20512,KARAH‹Y‹K
20513,KIZIK
20514,KO«AK
20515,KONAKBAﬁI
20516,G‹RGE
20517,KUYUDERE
20518,MORHAMAM
20519,TARLACIK
20520,TATKINIK
20521,YAMA«
20522,«›FTL›K
20523,NARM›KAN
20524,YEN›K÷Y
20525,KIZILUﬁA–I
20526,YUKARIS‹LMENL›
20527,Y‹REKTAﬁI
20528,YONCALI
20529,ALHASUﬁA–I
20530,ﬁOT›K
20531,G÷«ERUﬁA–I
20532,G÷KA–A«
20533,K÷M‹RL‹K
20534,KURUTTAﬁ
20535,«AKMAK
20536,KERNEK
20537,ORDUZU
20538,HANIMIN«›FTL›–›
20539,‹N›VERS›TE
20540,FIRAT
20541,MERKEZ BEYDA–I
20542,KIRA«
20543,ADAG÷REN
20544,A–ILYAZI
20545,AL›ﬁAR
20546,BORAN
20547,«OLAKO–LU
20548,KADI«AYIRI
20549,KEMERK÷PR‹
20550,KULUﬁA–I
20551,MEYDANCIK
20552,ﬁ›ﬁMAN
20553,TOYGAR
20554,YARIMCAHAN
20555,HASIRCILAR
20556,HATUNSUYU
20557,BAHR›
20558,YAYGIN
20559,ALACAKAPI
20560,KARAHAN
20561,MEYDANBAﬁI
20562,TOPTAﬁ
20563,BAH«EL›EVLER
20564,KARABA–LAR
20565,DOLAMANTEPE
20566,SER›NTEPE
20567,YILDIZTEPE
20568,BEYDA–I
20569,BEYLERBAﬁI
20570,B‹Y‹K MUSTAFA PAﬁA
20571,B‹Y‹K H‹SEY›N BEY
20572,BAﬁHARIK
20573,CEVHER›ZADE
20574,«÷ﬁN‹K
20575,DABAKHANE
20576,FERHAD›YE
20577,HACIABD›
20578,HALFETT›N
20579,HAM›D›YE
20580,HASAN VAROL
20581,H›DAYET
20582,AKPINAR
20583,ASLANBEY
20584,ATAK÷Y
20585,›SKENDER
20586,›SMET›YE
20587,›ZZET›YE
20588,KAVAKLIBA–
20589,SEL«UKLU
20590,PAﬁAK÷ﬁK‹
20591,ZAFER
20592,G÷ZTEPE
20593,BATTALGAZ›
20594,ﬁIK ﬁIK
20595,ﬁ›FA
20596,ﬁEH›T FEVZ›
20597,TAﬁTEPE
20598,TANDO–AN
20599,›ST›KLAL
20600,U«BA–LAR
20601,YAMA«
20602,YEN›HAMAM
20603,C›R›KPINAR
20604,KIR«UVAL
20605,K‹«‹K MUSTAFA PAﬁA
20606,K‹«‹K H‹S‹Y›N BEY
20607,N›YAZ›
20608,NUR›YE
20609,SANCAKTAR
20610,SARAY
20611,SARICIO–LU
20612,‹Z‹ML‹
20613,«OLAKLI
20614,ALHANUﬁA–I
20615,BULUTLU
20616,D‹ZYOL
20617,G‹L‹MUﬁA–I
20618,HACIYUSUFLAR
20619,H›SARTEPE
20620,KAMIﬁTAﬁ
20621,KAPIKAYA
20622,KARATEPE
20623,MERD›VENLER
20624,PEL›TL›
20625,SELV›DA–
20626,TANIﬁIK
20627,TOKLUCA
20628,ULUK÷Y
20629,YEN›CE
20630,YEN›K÷Y
20631,BA–TEPE
20632,FIRINCI
20633,G÷LLER
20634,HACIHAL›LO–LU«›FTL›–›
20635,KARAG÷Z
20636,KARAKAﬁ«›FTL›–›
20637,KARAK÷Y
20638,BULGURLU
20639,«AMURLU
20640,HACI DERV›ﬁ
20641,HAY›KETE–›
20642,ZAV›YE
20643,SUNGUR
20644,KALDIRIM
20645,NAD›R
20646,G÷KYAR
20647,SANDIKKAYA
20648,MEHMETPAﬁA
20649,SAYF›YE
20650,KILI«BA–I
20651,YEN›PINAR
20652,BEYBA–I
20653,HACILAR ﬁEYHL›
20654,KARAO–UZ
20655,AYVALI
20656,YEN›CE
20657,BALABAN
20658,A–ILBAﬁI
20659,ULUPINAR
20660,ILICA
20661,A–ILYAZI
20662,AKBABA
20663,PALANGA
20664,«UKURKAYA
20665,GAZ›K÷Y
20666,YAVUZLAR
20667,G÷LL‹CE
20668,G‹D‹L
20669,G‹NERL›
20670,G‹NPINAR
20671,HACOLAR
20672,IRMAKLI
20673,KARABACAK
20674,KAVAK
20675,K÷L‹KLER
20676,KURUDERE
20677,KUZPINAR
20678,NURKUYUSU
20679,ﬁU–UL
20680,YARIMCA
20681,YAZIK÷Y
20682,YEN›K÷Y
20683,AK«ATOPRAK
20684,BAﬁKAYA
20685,BARINDIR
20686,«AYBAﬁI
20687,«INAR
20688,G÷K«E÷REN
20689,H›SARCIK
20690,H›SARKALE
20691,KARABAYIR
20692,MED›ﬁEYH
20693,KAYNAK
20694,KER›ML›
20695,MOLLAUﬁA–I
20696,OZAN
20697,ﬁENDERE
20698,UZUNHASAN
20699,‹«PINAR
20700,YEﬁ›LTAﬁ
20701,YUKARIULUPINAR
20702,SAKARYA
20703,AKOVA
20704,BAYTARBA–I
20705,HACILARSIRAGOZ
20706,›BRAH›MPAﬁA
20707,ESENTEPE
20708,BI«AKCI
20709,ELMALI
20710,ALTINTOP
20711,BE–RE
20712,«AVUﬁLU
20713,«I–LIK
20714,«÷MLEKOBA
20715,DEDEYAZI
20716,ESK›K÷Y
20717,FINDIKK÷Y
20718,G‹ROBASI
20719,G‹NEDO–RU
20720,HUDUT
20721,KADILI
20722,KAPIDERE
20723,KARATERZ›
20724,KELHAL›L
20725,K‹«‹KL‹
20726,÷RENC›K
20727,POLATDERES›
20728,ﬁATIROBASI
20729,SU«ATI
20730,TOPRAKTEPE
20731,YOLKORU
20732,YUVALI
20733,G‹ZELK÷Y
20734,KARANLIKDERE
20735,REﬁAD›YE
20736,SAVAKLI
20737,G÷VDEL›
20738,POLAT
20739,S‹RG‹
20740,ERKENEK
20741,KURUCAOVA
20742,S÷–‹T
20743,DO–U
20744,KARﬁIYAKA
20745,YEN›
20746,«OLAK
20747,›SHAK
20748,G÷K«E
20749,AKKENT
20750,BEHRAMLI
20751,BUR«K÷Y
20752,DAMLI
20753,GEVHERUﬁA–I
20754,G‹M‹ﬁSU
20755,KOLDERE
20756,KONURTAY
20757,MEZRAA
20758,POYRAZ
20759,ULUTAﬁ
20760,YALINCA
20761,YEﬁ›LK÷Y
20762,AKS‹TL‹
20763,AﬁA–ISAZLICA
20764,BALLIKAYA
20765,BAﬁKAVAK
20766,BEYKENT
20767,BO–AZG÷REN
20768,«ANAKPINAR
20769,«ULHALI
20770,DEREK÷Y
20771,DEVEC›
20772,DUMLU
20773,DURSUNLU
20774,G‹VEN«
20775,HACILAR
20776,HAYDARO–LU
20777,IﬁIKLI
20778,›–D›R
20779,KARAK÷«EK
20780,KAVACIK
20781,KOZDERE
20782,MOLLA›BRAH›M
20783,SALICIK
20784,SARIKIZ
20785,U–URLU
20786,YA–CA
20787,YAYLADAMI
20788,YEﬁ›LPINAR
20789,YUKARISEL›ML›
20790,AKMA–ARA
20791,BAH«EDAMI
20792,BASAK
20793,BAﬁKINIK
20794,«›MENL›K
20795,DAVULGU
20796,D›K›L›
20797,KARAPINAR
20798,KARSLILAR
20799,K÷YL‹K÷Y‹
20800,SARAYLI
20801,YUKARI SAZLICA
20802,TAﬁOLUK
20803,YEﬁ›LKALE
20804,DEL›HASANYURDU
20805,D›KENL›
20806,G‹ZELYAYLA
20807,S÷–‹T
20808,YEﬁ›LK÷Y
20809,G‹ZELYURT
20810,G›RMANA
20811,KOCA÷Z‹
20812,HASAN«ELEB›
20813,KURﬁUNLU
20814,BA–YOLU
20815,TAﬁBAﬁI
20816,BUDAKLI
20817,YEN›
20818,KARﬁIYAKA
20819,KARADERE
20820,TURGUT ÷ZAL
20821,BAH«EL›EVLER
20822,FAT›H
20823,M›MARS›NAN
20824,ﬁ. FETH› AKY‹Z
20825,K÷PR‹L‹ MEHMET PAﬁA
20826,G‹«L‹
20827,DARIPINAR
20828,ABUﬁO–LU
20829,BA–LICA
20830,G‹NEYCE
20831,DEDEK÷Y
20832,KUMLUYAZI
20833,D‹ZTARLA
20834,MAHMUTDURSUN
20835,‹«DE–›RMEN
20836,SO–UKPINAR
20837,AK«A
20838,AKUﬁA–I
20839,BENT
20840,«ANAK«I
20841,ERDEML›
20842,G‹LENK÷Y
20843,›K›ZPINAR
20844,KALE
20845,KARAA–A«
20846,KARAH‹SEY›N
20847,KIYICAK
20848,KOZLUK
20849,SALKIMLI
20850,SARIOT
20851,TEPEBAﬁI
20852,UYANIK
20853,UZUNH‹SEY›N
20854,YEN›DAMLAR
20855,ALVAR
20856,AﬁA–ISEL›ML›
20857,BAﬁ÷REN
20858,BICIR
20859,BIYIKBO–AZI
20860,C›R›TBELEN
20861,«AYK÷Y
20862,«÷RM‹
20863,G÷–EBAKAN
20864,ILISULUK
20865,KARINCALIK
20866,KARLIK
20867,KAYNARCA
20868,KIZILH›SAR
20869,KIZILMA–ARA
20870,KONAKTEPE
20871,K÷M‹KL‹
20872,SULTANLI
20873,TEM‹KL‹
20874,SOFULAR
20875,BAH«EL›EVLER
20876,BO–AZ›«›
20877,ORTAPINAR
20878,›SMETPAﬁA
20879,›ST›KLAL
20880,YEN›
20881,KARAB‹K
20882,KARA«AYIR
20883,A–ALAR
20884,HAT›P
20885,K÷YL‹
20886,TAﬁBAﬁI
20887,AL›«ER›
20888,YEﬁ›LDERE
20889,KAVAKLIDERE
20890,TEPEHAN
20891,NOHUTLU
20892,AKTARLA
20893,ARINLI
20894,ARSLANKENT
20895,BAKIMLI
20896,BALPINARI
20897,BAYIRK÷Y
20898,BELENK÷Y
20899,B÷L‹KKAYA
20900,B÷L‹NMEZ
20901,«AYK÷Y
20902,«ENGELL›
20903,«I–IRLI
20904,«UKUROYMA–I
20905,DERED‹Z‹
20906,ERSELE
20907,ERDEMLER
20908,ESENC›K
20909,G÷ZL‹CE
20910,G‹NDE–ER
20911,G‹ND‹Z
20912,KARAKAYA
20913,KARﬁIYAKA
20914,KO«K÷Y
20915,K÷KL‹KAYA
20916,POSKIRAN
20917,MEﬁED›B›
20918,ORMAN›«›
20919,÷RENC›K
20920,÷RMEL›
20921,÷RNEKK÷Y
20922,PAZARCIK
20923,TAﬁMIﬁ
20924,TATLICAK
20925,TELUﬁA–I
20926,ﬁ›RO TARAKSU
20927,UZUNKORU
20928,YAMA«
20929,YED›YOL
20930,AL›HAN
20931,ARITOPRAK
20932,BAﬁMEZRA
20933,B‹Y‹K÷Z
20934,«AMLIDERE
20935,ESENL›K
20936,GERTAN
20937,KAYADERE
20938,KORUCAK
20939,KOZLUK
20940,K÷RME
20941,SAH›LK÷Y
20942,ﬁ‹KAN
20943,S÷–‹TL‹
20944,TAﬁTEPE
20945,TEKEDERES›
20946,ULUTAﬁ
20947,UZUNTAﬁ
20948,‹«YAKA
20949,YANDERE
20950,YAZICA
20951,AKYAZI
20952,AL›CAN
20953,AMBARCIK
20954,BAH«EL›EVLER
20955,BALABAN
20956,BEREKETL›
20957,BOYACA
20958,BOZTEPE
20959,B÷–‹RTLEN
20960,BUZLUK
20961,«AVUﬁ
20962,«›VR›L
20963,DEDEKARGIN
20964,E–R›B‹K
20965,EPREME
20966,ERECEK
20967,G÷V‹K
20968,HAM›D›YE
20969,›R›A–A«
20970,KARACA
20971,K÷M‹ﬁHAN
20972,MISIRDERE
20973,SADIKLI
20974,S›NANLI
20975,S‹R‹R
20976,TEC›RL›
20977,TAHTALI
20978,DURUCASU
20979,FETH›YE
20980,DO–Uﬁ
20981,GAYRET
20982,KOﬁAR
20983,YEN›
20984,KONAK
20985,HORATA
20986,BANAZI
20987,CUMHUR›YET
20988,GAZ›
20989,KOﬁU
20990,SEYRAN
20991,YAVUZ SEL›M
20992,ATAT‹RK
20993,MERKEZ FAT›H
20994,TOPS÷–‹T
20995,D›LEK
20996,HAM›D›YE
20997,TOHMA
20998,AﬁA–IK÷Y
20999,ORTAK÷Y
21000,÷NC‹
21001,SALKONAK
21002,ATALAR
21003,CUMHUR›YET ÷RNEK 
21004,«AYIRK÷Y
21005,CAFANA
21006,G÷ZENE
21007,IﬁIKLI
21008,›K›ZCE
21009,KAD›RUﬁA–I
21010,KIRLANGI«
21011,KOZLUK
21012,KUﬁDO–AN
21013,KUYULU
21014,OLUKLU
21015,SEY›TUﬁA–I
21016,‹«G÷ZE
21017,YALINKAYA
21018,BOSTANBAﬁI
21019,G‹ND‹ZBEY
21020,YAKINCA
21021,ﬁAHNAHAN
21022,SALK÷PR‹
21023,ﬁEYH BAYRAM
21024,÷ZALPER
21025,SAMANLI
21026,KARAKAVAK
21027,K›LTEPE
21028,MELEK BABA
21029,KOYUNO–LU
21030,«›LES›Z
21031,«UKURDERE
21032,YAKA
21033,TECDE
21034,YEﬁ›L KAYNAK
21035,ZAV›YE
21036,HOCA AHMET YESEV›
21037,TURGUT ÷ZAL
21038,KAYNARCA
21039,AﬁA–IBA–LAR
21040,BENTBAﬁI
21041,›LYAS
21042,›N÷N‹
21043,CEMALG‹RSEL
21044,«ARMUZU
21045,«AVUﬁO–LU
21046,ABDULGAFFAR
21047,HIRO–LU
21048,GED›K
21049,MULLAKASIM
21050,CEVATPAﬁA
21051,DURANLAR
21052,DURULDU
21053,FAT›H
21054,KEND›RL›
21055,KIRKPINAR
21056,MAHMUTLU
21057,÷ZAL
21058,SAMANK÷Y
21059,SULUK÷Y
21060,S‹TL‹CE
21061,TEPEK÷Y
21062,TOPRAKTEPE
21063,KARAHAN
21064,G÷KTARLA
21065,B›NDAL
21066,G÷KKAYA
21067,ALAHIDIR
21068,ATAK÷Y
21069,BAH«EC›K
21070,CANBAZLI
21071,DEREK÷Y
21072,DER›C›
21073,D›BEKDERE
21074,HACIK÷SEL›
21075,HAL›LKAHYA
21076,KARAK÷Y
21077,KARGIN
21078,KESTELL›
21079,MANDALLI
21080,SEYD›K÷Y
21081,KEND›RL›K
21082,YARAﬁLI
21083,ALTIEYL‹L
21084,BARBAROS
21085,G‹LDEDE
21086,KURTULUﬁ
21087,ULUCAM›
21088,ZAFER
21089,KABAA–A«KIRAN
21090,AK«AALAN
21091,AK«EﬁME
21092,AKKOCALI
21093,AﬁA–IDOLMA
21094,BAﬁLAMIﬁ
21095,BEK›RLER
21096,BOYALILAR
21097,«AM÷N‹
21098,«ANAK«I
21099,«ITAK
21100,«OBANHASAN
21101,«ORUK
21102,DAYIO–LU
21103,D›NG›LLER
21104,DO–ANKAYA
21105,DO–UCA
21106,DOLMADE–›RMEN
21107,DURASIL
21108,ERO–LU
21109,G÷CEK
21110,G÷K«EAHMET
21111,G÷K«ELER
21112,HACI›BRAH›MLER
21113,HACIOSMANLAR
21114,HAM›D›YE
21115,HAM›TK÷Y
21116,HANPAﬁA
21117,HARMANDALI
21118,HASK÷Y
21119,›SACA
21120,KABAﬁKIRAN
21121,KADIDA–I
21122,KAPAKLI
21123,KARAB÷RKL‹
21124,KARAK÷Y
21125,KARAYA–CI
21126,KAVAKALAN
21127,KAYGANLI
21128,KIZLARALANI
21129,KOBAﬁDERE
21130,KOCAKA–AN
21131,K÷M‹RC‹
21132,KULAKSIZLAR
21133,KURTULMUﬁ
21134,MORALILAR
21135,MUSACA
21136,MUSALAR
21137,MUﬁTULLAR
21138,PEKMEZC›
21139,PINARCIK
21140,RAHM›YE
21141,SA–RAK«I
21142,SARI«ALI
21143,SARILAR
21144,SARNI«
21145,SAZOBA
21146,SE–›RD›M
21147,SEL«›KL›
21148,SELV›L›
21149,S÷–‹TL‹
21150,S‹NNET«›LER
21151,ﬁEH›TLER
21152,TAﬁ«ILAR
21153,TOPLUCA
21154,T‹TENL›
21155,ULUPINAR
21156,YATA–AN
21157,YAYAKIRILDIK
21158,YAYKIN
21159,YE–ENOBA
21160,YEN›CE
21161,YEN›DO–AN
21162,ZEYT›NL›BA–
21163,ARABACIBOZK÷Y
21164,B‹KN‹ﬁ
21165,B‹NYANOSMAN›YE
21166,DEREK÷Y
21167,ERDELL›
21168,EVKAFTEKE
21169,IﬁIKK÷Y
21170,SABANCILAR
21171,SAKARKAYA
21172,SIRTK÷Y
21173,S›NDELL›
21174,S‹LEYMANK÷Y
21175,‹«AVLU
21176,AKSELEND›
21177,BEYOBA
21178,DA–DERE
21179,KAYALIO–LU
21180,MEC›D›YE
21181,S‹LEYMANLI
21182,ZEYT›NL›OVA
21183,BALLICA
21184,ATAT‹RK
21185,CUMHUR›YET
21186,EFEND›
21187,HACI›SHAK
21188,HASHOCA
21189,H‹RR›YET
21190,›N÷N‹
21191,KETH‹DA
21192,PAﬁA
21193,RAGIPBEY
21194,REﬁATBEY
21195,SEY›TAHMET
21196,ﬁEYH›SA
21197,ULUCAM›
21198,MEDAR
21199,YUVACALI
21200,KAVAKLIDERE
21201,KEMAL›YE
21202,K›LL›K
21203,P›YADELER
21204,ULUDERBENT
21205,YEﬁ›LYURT
21206,AKKE«›L›
21207,ALHAN
21208,AZITEPE
21209,BADINCA
21210,BAHADIR
21211,BAH«EDERE
21212,BAH«EL›K÷Y
21213,BELENYAKA
21214,CABERFAKILI
21215,«A–LAYAN
21216,«AKIRCAAL›
21217,«AMLIBEL
21218,«ARIKBOZDA–
21219,«ARIKKARALAR
21220,«EﬁNEL›
21221,DA–ARLAR
21222,DA–HACIYUSUF
21223,DELEMENLER
21224,ERENK÷Y
21225,EVRENL›
21226,G›RELL›
21227,G÷BEKL›
21228,G‹LENYAKA
21229,G‹M‹ﬁ«AY
21230,G‹RSU
21231,HACIHAL›LLER
21232,HORZUMALAYAKA
21233,HORZUMEMBELL›
21234,HORZUMKESERLER
21235,HORZUMSAZDERE
21236,ILGIN
21237,IﬁIKLAR
21238,›SMET›YE
21239,KARACALAR
21240,KARADA–
21241,KASAPLI
21242,KESTANEDERES›
21243,KOZLUCA
21244,KURUDERE
21245,MATARLI
21246,NARLIDERE
21247,OSMAN›YE
21248,÷RENC›K
21249,÷RNEKK÷Y
21250,SARIPINAR
21251,SELCE
21252,SER›NYAYLA
21253,SOBRAN
21254,SO–ANLI
21255,SO–UKYURT
21256,SUBAﬁI
21257,ﬁAHYAR
21258,TEPEK÷Y
21259,TOYGARLI
21260,‹Z‹ML‹
21261,YEN›K÷Y
21262,AYDO–DU
21263,CABERBURHAN
21264,CABERKONAKLI
21265,›SMA›LBEY
21266,SER›NK÷Y
21267,«ARIKTEKKE
21268,G‹LPINAR
21269,BAKLACI
21270,T‹RKMEN
21271,BARIﬁ
21272,BEﬁEYL‹L
21273,ESENTEPE
21274,FAT›H
21275,HACIBEY
21276,ILICA
21277,›STASYON
21278,KURTULUﬁ
21279,MENDERES
21280,SAKARYA
21281,SARISU
21282,SO–UKSU
21283,ﬁEYHS›NAN
21284,YEN›
21285,YEN›CE
21286,BAH«ELER
21287,CAM›› AT›K
21288,BEYAZIT
21289,«AMLICA
21290,CUMHUR›YET
21291,DR.AKARSU
21292,HACIBABA
21293,HACIHASAN
21294,HACIHAMZA
21295,HACIT‹RBEK
21296,›«H›SAR
21297,FAT›H
21298,KASIMFAKI
21299,M›TATPAﬁA
21300,SECAETT›N
21301,SOFULAR
21302,S›NAN
21303,ﬁEHREK‹ST‹
21304,PAZAR
21305,YA–MUR
21306,YEN›CE
21307,«ATALOLUK
21308,AKINCILAR
21309,DURHASAN
21310,MAHMUTLAR
21311,YARBASAN
21312,AZ›ZBEY
21313,BOYACIK
21314,B‹Y‹KKIRAN
21315,«AMK÷Y
21316,DAN›ﬁMENTLER
21317,ELEK
21318,ER›ﬁLER
21319,G÷ME«LER
21320,G‹R«EﬁME
21321,KARGINIﬁIKLAR
21322,KAYAK÷Y
21323,KIﬁLAK
21324,KUZAYIR
21325,K‹«‹KKIRAN
21326,K÷P‹LER
21327,M›NNETLER
21328,TEPER›K
21329,YAVAﬁLAR
21330,YE–ENLER
21331,AHATLAR
21332,AHMETLER
21333,AKDERE
21334,ALAA–A«
21335,ARMUTLU
21336,AYVAALANI
21337,BARDAK«I
21338,BAYRAMﬁAH
21339,BOZK÷Y
21340,«A–ILLAR
21341,«ANAK«I
21342,«ANDIR
21343,«ARDAKLI
21344,ESENYURT
21345,ESK›H›SAR
21346,G‹VEL›
21347,HIRKALI
21348,HOﬁ«ALAR
21349,IKLIK«I
21350,›MRENLER
21351,›SMA›LLER
21352,KARA›SALAR
21353,KAYRANOK«ULAR
21354,KAZANCI
21355,KERP›«L›K
21356,KILAVUZLAR
21357,KOVANCI
21358,K÷YL‹CE
21359,KULALAR
21360,KUZUK÷Y
21361,K‹«‹KOBA
21362,MARMARACIK
21363,MEZ›TLER
21364,÷KS‹ZL‹
21365,÷REN
21366,÷R‹C‹LER
21367,RAHMANLAR
21368,SA–NI«
21369,SAYIK
21370,SER«ELER
21371,SEV›N«LER
21372,S÷–‹T«‹K
21373,TALAS
21374,TAﬁOK«ULAR
21375,TEKELER
21376,ULACIK
21377,‹ﬁ‹M‹ﬁ
21378,YEﬁ›LDERE
21379,Y›–›TLER
21380,G‹MELE
21381,H‹D‹K
21382,BOZCAATLI
21383,›C›KLER
21384,›MCELER
21385,DEM›RC›
21386,YEﬁ›LOBA
21387,AYANLAR
21388,BEYLER
21389,«AMK÷Y
21390,«÷MLEK«›
21391,DE–NEKLER
21392,HACIBAﬁTANLAR
21393,HACIVEL›LER
21394,HIRO–LU
21395,KAYAALTI
21396,KILCANLAR
21397,OZANCA
21398,TAﬁKUYUCAK
21399,T›YENL›
21400,YEN›K÷Y
21401,YUNUSLAR
21402,ATAT‹RK
21403,ESK›CAM›
21404,›HSAN›YE
21405,›SMETPAﬁA
21406,KAYAPINAR
21407,YEN›CAM›
21408,ADNAN MENDERES
21409,ATAT‹RK
21410,BEﬁEYL‹L
21411,CUMA
21412,D›VAN
21413,H‹SEYN›BABA
21414,NAKIPA–A
21415,UZUN«AM
21416,EVC›LER
21417,AKPINAR
21418,BALIKLI
21419,BAYAT
21420,BE–EL
21421,BE–ENLER
21422,BENL›EL›
21423,BOYALI
21424,B÷REZ
21425,«A–LAYAN
21426,«ATALARMUT
21427,«›–›LLER
21428,DALKARA
21429,DARGIL
21430,MALAZ
21431,DEL›«OBAN
21432,DERE«›FTL›K
21433,DO–ANPINAR
21434,DUTLUCA
21435,EFEND›L›
21436,FUNDACIK
21437,KABAKOZ
21438,KALEMO–LU
21439,KARAA–A«
21440,KARAYA–CI
21441,KARAYAKUP
21442,KAﬁIK«I
21443,KILCANLAR
21444,KIRANK÷Y
21445,KIYMIK
21446,KIZILDAM
21447,KOBAKLAR
21448,KARAKE«›L›
21449,KORUBAﬁI
21450,K÷SELER
21451,KUﬁLUKK÷Y
21452,K‹REK«›
21453,MALKOCA
21454,O–ULDURUK
21455,PINARBAﬁI
21456,SALUR
21457,SARIAL›LER
21458,ﬁEYHYAYLA
21459,TEPEK÷Y
21460,T‹P‹LER
21461,ULGAR
21462,YAKAK÷Y
21463,YEN›K÷Y
21464,YEﬁ›LYURT
21465,D›K›L›TAﬁ
21466,G‹NEﬁL›
21467,KAYACIK
21468,«›«EKL›
21469,G‹LPINAR
21470,KUYUCAKKARAPINAR
21471,ﬁAH›NKAYA
21472,BAKIR
21473,›LYASLAR
21474,KARAKURT
21475,GELEMBE
21476,BADEML›
21477,«›FTL›KK÷Y
21478,K‹«‹KYAYA
21479,MUSAHOCA
21480,÷VE«L›
21481,S›LED›K
21482,YA–MURLU
21483,ALACALAR
21484,AL›FAKI
